BiosampleID,Study title,Description of study,Sample name,Study data link,Organism*,Intraspecific name,Time factor,Life stage,accession,Material source: DOI,Derived Material,Body part,Treatment
SAMEA104385381,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Lembkes Malchower (Lenora),NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-108,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385380,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Norin,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-109,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385343,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Olimpiade,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-110,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385350,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Mansholt,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-112,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385323,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Samourai,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-113,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385337,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Sollux,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-114,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385538,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Akela,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-115,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385534,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Erox,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-116,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385565,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Maplus,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-117,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385553,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Askari,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-118,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385548,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Lirabon,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-119,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385582,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:JetNeuf,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-121,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385570,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Cobra,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-122,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385613,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Falcon,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-123,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385604,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Mohican,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-124,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385251,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Flip,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-125,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385470,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Zenith,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-126,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385461,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Phil,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-127,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385498,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Leopard,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-128,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385485,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Resyn-H048,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-129,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385519,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Resyn-GÃ¶ S4,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-130,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385514,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Resyn-GÃ¶ H226,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-131,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385500,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Anja,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-132,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385536,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Baltia,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-133,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385532,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Brink,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-135,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385569,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Ceres,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-136,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385404,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Coriander,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-137,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385391,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Diamant,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-138,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385426,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Dippes,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-139,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385422,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Doral,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-140,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385454,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Edita,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-141,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385442,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Gross-Luesewitzer,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-143,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385437,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:GÃ¼lzower Ãlquell,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-144,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385468,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Hokkai 3-Go,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-145,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385459,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Janpol,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-146,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385496,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Jantar,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-147,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385328,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Jupiter,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-148,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385318,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Krapphauser,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-149,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385353,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Kromerska,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-150,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385340,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Librador,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-151,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385386,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Libritta,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-152,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385368,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Liglory,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-153,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385406,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Liporta,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-154,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385401,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Lirafit,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-155,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385388,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Lirakotta,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-156,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385425,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Madora,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-157,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385239,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Matador,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-160,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385233,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Mestnij,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-161,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385277,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89589_a-0000007,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Moldavia,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-162,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385259,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89590_a-0000008,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Mytnickij,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-163,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385302,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89583_a-0000001,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Nemertschanskij 1,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-164,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385298,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89584_a-0000002,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Norde,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-165,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385332,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89585_a-0000003,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Panter,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-166,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385320,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89586_a-0000004,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Ramses,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-168,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385315,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89587_a-0000005,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Sarepta,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-169,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
SAMEA104385351,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,Leaf mineral concentration data of compost - grown Lines of the RIPR panel generated by ICP-MS analysis.,89588_a-0000006,https://bip.earlham.ac.uk/trial_scorings/47.zip,138011 (Brassica napus),cultivar:Skrzeszowicki,NULL,BBCH-13,Nottingham University:U.Nottm_BnASSYST-170,NULL,NULL,http://www.ontobee.org/ontology/PO?iri=http://purl.obolibrary.org/obo/PO_0025034(leaf),NULL
